a,b,c,n,v
2018-12-06,2018-12-07,2018-03-02,ch,103.3
2018-07-07,2018-07-08,2018-06-23,ch,103.3
2018-01-28,2018-01-29,2017-11-29,br,103.3
2018-01-19,2018-01-20,2017-11-29,ch,103.3
2018-05-18,2018-05-19,2018-05-12,fr,103.3
2018-09-30,2018-10-01,2018-09-28,ch,103.3
2019-01-07,2019-01-08,2019-01-06,ch,103.3
2018-07-28,2018-07-29,2018-07-17,kr,103.3
2018-01-19,2018-01-20,2017-11-29,gf,103.3
2018-08-01,2018-08-02,2018-07-31,jp,103.3
2018-06-03,2018-06-04,2018-06-03,gb,103.3
2018-12-20,2018-12-21,2018-11-26,ge,103.3
2018-02-05,2018-02-06,2018-01-31,it,103.5
2018-02-15,2018-02-16,2018-02-10,ch,104
2018-06-02,2018-06-03,2018-06-01,de,104
2018-03-18,2018-03-19,2018-03-16,ru,104
2018-05-26,2018-05-27,2018-05-09,ch,104.1
2018-01-09,2018-01-10,2017-12-06,gb,104.1
2018-06-08,2018-06-09,2018-06-08,ch,104.3
2018-02-11,2018-02-12,2018-02-11,gf,104.3
2018-04-28,2018-04-29,2018-04-09,ch,104.3
2018-02-25,2018-02-26,2018-02-18,ch,104.3
2018-04-28,2018-04-29,2018-04-09,ch,104.3
2018-03-11,2018-03-12,2018-02-27,my,104.3
2018-06-16,2018-06-17,2018-06-16,ch,104.3
2018-09-22,2018-09-23,2018-09-19,ch,104.3
2018-07-06,2018-07-07,2018-02-25,ch,104.3
2017-12-31,2018-01-01,2017-12-28,it,104.3
2018-01-04,2018-01-05,2018-01-04,de,104.3
2018-03-10,2018-03-11,2018-02-20,ch,104.3
2018-03-18,2018-03-19,2018-03-12,fr,104.3
2018-10-14,2018-10-15,2018-09-28,ua,104.3
2017-12-31,2018-01-01,2017-12-28,it,104.3
2018-09-30,2018-10-01,2018-08-16,mx,104.3
2018-03-02,2018-03-03,2018-02-18,ch,104.3
2018-11-16,2018-11-17,2018-05-31,ch,104.3
2018-10-14,2018-10-15,2018-09-28,ua,104.3
2017-12-18,2017-12-19,2017-12-03,us,104.3
2018-01-10,2018-01-11,2018-01-10,ch,104.3
2018-03-18,2018-03-19,2018-03-12,fr,104.3
2018-11-16,2018-11-17,2018-05-31,ch,104.3
2018-11-16,2018-11-17,2018-02-18,ch,104.3
2017-12-31,2018-01-01,2017-12-28,ch,104.3
2018-01-15,2018-01-16,2017-11-29,de,104.3
2018-04-27,2018-04-28,2018-01-21,ch,104.3
2018-10-07,2018-10-08,2018-10-01,gb,104.3
2018-03-29,2018-03-30,2018-03-20,de,104.6
2018-08-19,2018-08-20,2018-08-19,ch,104.9
2018-01-28,2018-01-29,2018-01-24,de,105
2018-06-03,2018-06-04,2018-05-02,no,105
2018-05-07,2018-05-08,2018-05-02,ch,105.05
2018-05-24,2018-05-25,2018-04-19,ch,105.3
2018-01-16,2018-01-17,2017-10-26,de,105.3
2018-02-03,2018-02-04,2018-01-08,ch,105.3
2018-11-16,2018-11-17,2018-09-30,ch,105.3
2018-04-06,2018-04-07,2018-03-14,null,105.3
2018-03-09,2018-03-10,2018-01-10,fr,105.3
2018-04-10,2018-04-11,2018-04-10,ch,105.3
2018-09-17,2018-09-18,2018-07-17,ch,105.3
2018-08-24,2018-08-25,2018-08-23,gf,105.3
2018-09-12,2018-09-13,2018-04-19,ch,105.3
2018-04-02,2018-04-03,2018-03-28,de,105.3
2018-03-30,2018-03-31,2018-03-30,gb,105.3
2018-03-04,2018-03-05,2018-02-12,ch,105.3
2018-04-19,2018-04-20,2018-03-02,ch,105.3
2018-06-10,2018-06-11,2018-05-08,ch,105.3
2018-05-10,2018-05-11,2018-05-10,gf,105.3
2018-03-18,2018-03-19,2018-02-27,ch,105.3
2018-07-25,2018-07-26,2018-07-26,ch,105.3
2018-05-04,2018-05-05,2018-05-04,ch,105.3
2018-06-15,2018-06-16,2018-04-11,ch,105.3
2018-10-12,2018-10-13,2018-10-08,it,105.3
2018-07-12,2018-07-13,2018-03-02,ch,105.3
2018-07-21,2018-07-22,2018-04-15,ch,105.3
2018-09-19,2018-09-20,2018-09-12,ch,105.3
2018-09-18,2018-09-19,2018-09-18,ch,105.3
2018-11-09,2018-11-10,2018-08-10,ch,105.3
2018-06-15,2018-06-16,2018-04-11,ch,105.3
2018-05-12,2018-05-13,2018-04-29,ch,105.3
2018-11-25,2018-11-26,2018-04-06,ch,105.3
2018-07-07,2018-07-08,2018-07-07,ch,105.3
2017-12-19,2017-12-20,2017-10-26,de,105.3
2018-03-09,2018-03-10,2018-01-10,fr,105.3
2018-09-19,2018-09-20,2018-09-18,ch,105.3
2018-11-10,2018-11-11,2018-08-31,fr,105.3
2018-05-26,2018-05-27,2018-05-26,ch,105.3
2018-07-13,2018-07-14,2018-07-11,ch,105.3
2018-04-26,2018-04-27,2018-03-02,gf,105.3
2018-01-09,2018-01-10,2017-10-26,de,105.3
2018-01-30,2018-01-31,2018-01-30,ch,105.3
2018-03-30,2018-03-31,2018-03-28,ch,105.3
2018-11-25,2018-11-26,2018-04-06,ch,105.3
2018-07-06,2018-07-07,2018-07-06,ch,105.3
2018-04-16,2018-04-17,2018-04-16,gf,105.3
2018-04-26,2018-04-27,2018-03-02,gf,105.3
2018-01-23,2018-01-24,2018-01-23,ch,106
2018-01-20,2018-01-21,2018-01-08,ch,106
2018-11-24,2018-11-25,2018-11-21,gf,106
2018-09-03,2018-09-04,2018-08-30,ch,106.1
2018-04-21,2018-04-22,2018-04-06,ch,106.3
2019-01-08,2019-01-09,2019-01-07,ch,106.3
2018-03-19,2018-03-20,2018-03-18,ch,106.3
2019-01-09,2019-01-10,2018-12-20,ch,106.3
2018-01-17,2018-01-18,2018-01-16,ch,106.3
2018-03-01,2018-03-02,2018-02-28,ch,106.3
2018-02-06,2018-02-07,2018-02-06,gf,106.3
2018-12-31,2019-01-01,2018-12-26,ir,106.3
2018-12-18,2018-12-19,2018-11-29,es,106.3
2018-02-06,2018-02-07,2018-02-06,gf,106.3
2018-08-03,2018-08-04,2018-08-03,fr,106.3
2018-03-01,2018-03-02,2018-02-22,ch,106.3
2018-02-13,2018-02-14,2018-02-13,ch,106.3
2018-05-16,2018-05-17,2018-05-16,ch,106.3
2018-03-18,2018-03-19,2018-03-18,gf,106.3
2018-02-07,2018-02-08,2018-02-07,gf,106.3
2017-12-16,2017-12-17,2017-12-15,ch,106.3
2018-02-06,2018-02-07,2017-12-21,de,106.3
2017-12-15,2017-12-16,2017-11-29,ch,106.3
2018-05-17,2018-05-18,2018-05-17,be,106.3
2018-12-18,2018-12-19,2018-12-18,de,106.3
2018-02-13,2018-02-14,2018-02-13,fr,106.3
2018-04-09,2018-04-10,2018-04-08,ch,106.3
2018-04-09,2018-04-10,2018-04-08,ch,106.3
2019-01-08,2019-01-09,2018-12-23,ch,106.3
2018-02-07,2018-02-08,2018-02-07,gf,106.3
2018-02-06,2018-02-07,2017-12-21,de,106.3
2018-01-16,2018-01-17,2017-12-14,ch,106.3
2018-12-06,2018-12-07,2018-11-28,ch,106.3
2018-01-12,2018-01-13,2018-01-11,cn,106.3
2018-12-19,2018-12-20,2018-12-17,ch,106.3
2018-12-31,2019-01-01,2018-12-25,fr,106.3
2018-10-04,2018-10-05,2018-10-04,de,106.3
2018-03-30,2018-03-31,2018-03-29,de,106.95
2018-05-26,2018-05-27,2018-05-09,ch,106.95
2018-09-24,2018-09-25,2018-07-23,de,107
2018-03-16,2018-03-17,2018-03-16,gf,107
2018-10-15,2018-10-16,2018-07-23,de,107
2018-02-25,2018-02-26,2018-01-07,no,107.2
2018-08-18,2018-08-19,2018-08-14,ch,107.2
2018-03-17,2018-03-18,2018-03-15,ch,107.2
2018-11-25,2018-11-26,2018-08-05,jp,107.3
2018-11-01,2018-11-02,2018-11-01,ch,107.3
2018-07-17,2018-07-18,2018-07-16,se,107.3
2018-04-15,2018-04-16,2018-03-21,ch,107.3
2018-01-04,2018-01-05,2017-11-08,ch,107.3
2018-02-03,2018-02-04,2018-01-25,fr,107.3
2018-05-05,2018-05-06,2018-05-02,ch,107.3
2018-05-11,2018-05-12,2018-05-04,ch,107.3
2018-02-03,2018-02-04,2018-01-25,fr,107.3
2018-03-31,2018-04-01,2018-03-18,it,107.3
2018-01-07,2018-01-08,2017-12-22,de,107.3
2018-04-09,2018-04-10,2018-03-30,se,107.3
2018-06-08,2018-06-09,2018-06-08,ch,107.3
2018-05-19,2018-05-20,2018-05-12,ch,107.3
2018-06-15,2018-06-16,2018-04-12,ch,107.3
2018-03-16,2018-03-17,2018-02-22,ch,107.3
2018-03-09,2018-03-10,2017-12-19,de,107.3
2018-02-23,2018-02-24,2018-02-20,ch,107.3
2017-12-20,2017-12-21,2017-12-19,pl,107.3
2018-12-08,2018-12-09,2018-12-07,es,107.3
2018-05-20,2018-05-21,2018-03-25,gf,107.5
2017-12-22,2017-12-23,2017-12-14,de,107.6
2017-12-22,2017-12-23,2017-12-14,kr,107.6
2017-12-18,2017-12-19,2017-10-26,de,108
2018-04-16,2018-04-17,2018-03-20,de,108
2018-05-21,2018-05-22,2017-12-12,de,108
2018-05-28,2018-05-29,2017-12-12,de,108
2018-03-27,2018-03-28,2018-03-27,null,108.1
2018-05-07,2018-05-08,2017-12-12,de,108.1
2018-12-03,2018-12-04,2018-07-23,de,108.1
2018-03-19,2018-03-20,2017-12-12,de,108.1
2018-10-22,2018-10-23,2018-07-23,de,108.1
2018-09-17,2018-09-18,2018-07-23,de,108.1
2018-12-10,2018-12-11,2018-07-23,de,108.1
2018-03-26,2018-03-27,2017-12-12,de,108.1
2018-10-29,2018-10-30,2018-07-23,de,108.1
2018-02-19,2018-02-20,2017-12-12,de,108.1
2018-12-17,2018-12-18,2018-07-23,de,108.1
2018-10-08,2018-10-09,2018-09-11,ge,108.1
2018-04-09,2018-04-10,2017-12-12,de,108.1
2018-02-26,2018-02-27,2017-12-12,de,108.1
2018-10-01,2018-10-02,2018-07-23,de,108.1
2018-04-23,2018-04-24,2017-12-12,de,108.1
2018-11-19,2018-11-20,2018-07-23,de,108.1
2018-03-05,2018-03-06,2017-12-12,de,108.1
2018-10-08,2018-10-09,2018-07-23,de,108.1
2018-06-04,2018-06-05,2017-12-12,de,108.1
2018-04-30,2018-05-01,2017-12-12,de,108.1
2018-11-26,2018-11-27,2018-07-23,de,108.1
2018-03-12,2018-03-13,2017-12-12,de,108.1
2018-07-30,2018-07-31,2018-07-28,ch,108.3
2018-12-31,2019-01-01,2018-12-30,gf,108.3
2018-03-24,2018-03-25,2018-03-24,ch,108.3
2018-12-27,2018-12-28,2018-12-27,de,108.3
2018-02-03,2018-02-04,2017-12-28,de,108.3
2018-10-27,2018-10-28,2018-10-01,ch,108.3
2018-12-07,2018-12-08,2018-10-30,ch,108.3
2018-12-06,2018-12-07,2018-12-05,ch,108.3
2018-12-16,2018-12-17,2018-12-15,gf,108.3
2018-11-23,2018-11-24,2018-10-25,ch,108.3
2018-07-25,2018-07-26,2018-07-25,ch,108.3
2018-08-05,2018-08-06,2018-08-05,us,108.3
2018-08-17,2018-08-18,2018-08-11,hu,108.3
2018-12-06,2018-12-07,2018-12-05,gf,108.3
2018-09-29,2018-09-30,2018-09-29,it,108.3
2018-02-10,2018-02-11,2018-01-28,ch,108.3
2018-09-22,2018-09-23,2018-09-21,rs,108.3
2018-02-02,2018-02-03,2018-02-01,ch,108.3
2018-07-27,2018-07-28,2018-07-28,ro,108.3
2018-07-28,2018-07-29,2018-07-28,gf,108.3
2018-10-28,2018-10-29,2018-10-25,ch,108.3
2018-12-07,2018-12-08,2018-10-30,ch,108.3
2018-11-17,2018-11-18,2018-11-16,gf,108.3
2018-04-20,2018-04-21,2018-04-20,gf,108.3
2018-12-28,2018-12-29,2018-12-26,gf,108.3
2018-12-15,2018-12-16,2018-12-10,fr,108.3
2018-12-07,2018-12-08,2018-11-08,null,108.3
2018-06-08,2018-06-09,2018-06-08,ch,108.3
2018-09-16,2018-09-17,2018-09-07,gf,108.3
2018-08-02,2018-08-03,2018-07-20,ch,108.3
2018-12-31,2019-01-01,2018-12-30,gf,108.3
2017-12-21,2017-12-22,2017-11-29,ch,108.3
2017-12-15,2017-12-16,2017-12-11,ch,108.3
2018-07-26,2018-07-27,2018-07-24,gf,108.3
2018-08-01,2018-08-02,2018-08-01,ch,108.3
2018-11-18,2018-11-19,2018-11-16,gf,108.3
2018-12-09,2018-12-10,2018-12-03,gf,108.3
2018-05-26,2018-05-27,2018-04-19,gf,108.3
2018-10-03,2018-10-04,2018-10-03,rs,108.3
2018-10-09,2018-10-10,2018-10-08,ch,108.3
2018-11-23,2018-11-24,2018-10-25,ch,108.3
2018-01-18,2018-01-19,2017-11-29,ch,108.3
2018-07-26,2018-07-27,2018-07-24,null,108.3
2018-12-01,2018-12-02,2018-11-19,gf,108.3
2019-01-01,2019-01-02,2019-01-01,gf,108.3
2018-04-21,2018-04-22,2018-04-21,sa,108.6
2018-02-05,2018-02-06,2018-02-05,ch,108.85
2018-02-05,2018-02-06,2018-02-04,ch,108.85
2018-01-08,2018-01-09,2017-12-20,ch,108.85
2018-01-15,2018-01-16,2018-01-15,ch,108.85
2018-04-21,2018-04-22,2018-03-12,gf,109.3
2018-03-16,2018-03-17,2018-03-14,ch,109.3
2018-02-19,2018-02-20,2018-02-12,at,109.3
2018-02-14,2018-02-15,2018-02-13,gf,109.3
2018-01-19,2018-01-20,2018-01-18,ch,109.3
2018-04-04,2018-04-05,2018-04-03,gf,109.3
2018-01-05,2018-01-06,2017-12-24,jp,109.3
2018-06-16,2018-06-17,2018-06-13,gf,109.3
2018-02-09,2018-02-10,2018-01-21,gf,109.3
2018-08-11,2018-08-12,2018-08-10,gf,109.3
2018-01-19,2018-01-20,2018-01-18,ch,109.3
2019-01-09,2019-01-10,2019-01-01,de,109.3
2018-03-25,2018-03-26,2018-03-25,it,109.3
2018-02-01,2018-02-02,2018-01-14,ch,109.3
2018-08-11,2018-08-12,2018-08-10,null,109.3
2018-07-04,2018-07-05,2018-07-04,de,109.3
2018-04-04,2018-04-05,2018-04-04,ch,109.3
2018-06-16,2018-06-17,2018-06-15,ch,109.3
2017-12-26,2017-12-27,2017-11-29,us,109.9
2018-12-28,2018-12-29,2018-12-27,ch,110
2018-10-13,2018-10-14,2018-10-10,ch,110.3
2018-04-03,2018-04-04,2018-01-05,de,110.3
2018-11-06,2018-11-07,2018-01-05,de,110.3
2018-12-19,2018-12-20,2018-12-11,gf,110.3
2018-02-20,2018-02-21,2018-01-05,de,110.3
2018-09-18,2018-09-19,2018-01-05,de,110.3
2018-05-15,2018-05-16,2018-01-05,de,110.3
2018-02-23,2018-02-24,2017-11-29,ch,110.3
2018-12-30,2018-12-31,2018-12-30,ch,110.3
2018-01-08,2018-01-09,2017-11-08,de,110.3
2018-06-09,2018-06-10,2018-06-07,ch,110.3
2018-04-10,2018-04-11,2018-01-05,de,110.3
2018-11-13,2018-11-14,2018-01-05,de,110.3
2018-11-09,2018-11-10,2018-04-25,gf,110.3
2018-03-27,2018-03-28,2018-03-27,ch,110.3
2018-03-10,2018-03-11,2018-03-10,ch,110.3
2018-03-27,2018-03-28,2018-03-27,ch,110.3
2018-01-15,2018-01-16,2017-12-31,ch,110.3
2018-02-27,2018-02-28,2018-01-05,de,110.3
2018-02-13,2018-02-14,2018-02-12,ch,110.3
2018-09-25,2018-09-26,2018-01-05,de,110.3
2018-11-09,2018-11-10,2018-04-23,gf,110.3
2018-11-24,2018-11-25,2018-08-04,null,110.3
2018-03-27,2018-03-28,2018-03-27,ch,110.3
2018-04-12,2018-04-13,2018-04-11,de,110.3
2018-02-23,2018-02-24,2017-11-29,jp,110.3
2018-09-28,2018-09-29,2018-06-30,ch,110.3
2018-04-17,2018-04-18,2018-01-05,de,110.3
2018-11-27,2018-11-28,2018-01-05,de,110.3
2018-11-09,2018-11-10,2018-04-25,gf,110.3
2018-03-06,2018-03-07,2018-01-05,de,110.3
2018-10-09,2018-10-10,2018-01-05,de,110.3
2018-11-09,2018-11-10,2018-04-23,gf,110.3
2017-12-16,2017-12-17,2017-12-11,null,110.3
2018-06-05,2018-06-06,2018-01-05,de,110.3
2018-02-14,2018-02-15,2018-02-13,ch,110.3
2018-02-21,2018-02-22,2018-02-21,gf,110.3
2018-04-24,2018-04-25,2018-01-05,de,110.3
2018-06-16,2018-06-17,2018-06-14,at,110.3
2018-04-12,2018-04-13,2018-04-11,it,110.3
2018-03-13,2018-03-14,2018-01-05,de,110.3
2018-10-16,2018-10-17,2018-01-05,de,110.3
2018-05-01,2018-05-02,2018-05-01,ch,110.3
2018-03-09,2018-03-10,2018-03-07,it,110.3
2018-01-01,2018-01-02,2018-01-01,ch,110.3
2018-06-20,2018-06-21,2018-01-05,de,110.3
2018-06-15,2018-06-16,2018-06-14,fr,110.3
2018-05-01,2018-05-02,2018-01-05,de,110.3
2018-06-08,2018-06-09,2018-05-29,ch,110.3
2018-03-20,2018-03-21,2018-01-05,de,110.3
2018-10-23,2018-10-24,2018-01-05,de,110.3
2017-12-30,2017-12-31,2017-11-29,fr,110.3
2018-05-08,2018-05-09,2018-01-05,de,110.3
2018-06-16,2018-06-17,2018-06-15,cn,110.6
2018-06-16,2018-06-17,2018-06-15,cn,110.6
2018-01-02,2018-01-03,2017-12-28,de,110.75
2018-05-27,2018-05-28,2018-05-14,at,110.75
2018-05-04,2018-05-05,2018-04-26,ch,110.75
2018-09-29,2018-09-30,2018-09-26,ch,111
2018-07-15,2018-07-16,2018-07-11,fr,111.1
2018-12-16,2018-12-17,2018-12-13,de,111.1
2018-03-05,2018-03-06,2018-03-05,gf,111.1
2018-09-01,2018-09-02,2018-08-26,es,111.3
2018-12-03,2018-12-04,2018-11-20,gf,111.3
2018-04-05,2018-04-06,2018-03-16,ch,111.3
2018-09-28,2018-09-29,2018-09-29,ch,111.3
2018-09-07,2018-09-08,2018-04-06,us,111.3
2018-08-10,2018-08-11,2018-07-13,gf,111.3
2017-12-27,2017-12-28,2017-12-26,ch,111.3
2018-02-07,2018-02-08,2018-02-06,ch,111.3
2018-04-15,2018-04-16,2018-04-02,ch,111.3
2018-11-16,2018-11-17,2018-11-14,vn,111.3
2017-12-25,2017-12-26,2017-12-25,ch,111.3
2018-01-31,2018-02-01,2018-01-31,ch,111.3
2017-12-17,2017-12-18,2017-12-15,fr,111.6
2017-12-17,2017-12-18,2017-12-17,fr,111.6
2018-01-15,2018-01-16,2017-12-20,de,111.6
2017-12-25,2017-12-26,2017-12-25,gf,111.6
2017-12-15,2017-12-16,2017-12-15,ch,111.7
2018-10-14,2018-10-15,2018-10-07,ch,112
2018-10-26,2018-10-27,2018-05-11,gf,112.3
2018-08-10,2018-08-11,2018-08-09,ch,112.3
2018-08-24,2018-08-25,2018-08-24,null,112.3
2018-06-03,2018-06-04,2018-05-05,hk,112.3
2017-12-19,2017-12-20,2017-12-16,ch,112.3
2018-10-26,2018-10-27,2018-05-11,gf,112.3
2018-05-26,2018-05-27,2018-05-04,ch,112.3
2018-10-26,2018-10-27,2018-05-11,gf,112.3
2017-12-21,2017-12-22,2017-11-29,ch,112.3
2018-12-20,2018-12-21,2018-12-07,ae,112.3
2018-01-19,2018-01-20,2018-01-16,de,112.3
2018-05-19,2018-05-20,2018-04-28,hk,112.3
2018-10-26,2018-10-27,2018-05-11,gf,112.3
2017-12-30,2017-12-31,2017-11-29,be,112.3
2018-04-06,2018-04-07,2018-04-02,ch,112.3
2018-05-05,2018-05-06,2018-05-01,ch,112.3
2018-10-26,2018-10-27,2018-05-11,gf,112.3
2017-12-31,2018-01-01,2017-12-25,ch,112.3
2018-06-09,2018-06-10,2018-02-09,at,112.3
2018-02-02,2018-02-03,2018-02-02,ch,112.3
2017-12-20,2017-12-21,2017-12-15,null,112.3
2018-01-07,2018-01-08,2017-12-30,ch,112.6
2018-04-23,2018-04-24,2017-11-09,ch,113
2018-08-23,2018-08-24,2017-11-09,ch,113
2018-08-13,2018-08-14,2018-07-10,ch,113
2018-11-20,2018-11-21,2018-11-20,ch,113
2018-01-24,2018-01-25,2017-11-08,ch,113
2018-02-12,2018-02-13,2017-11-09,ch,113
2018-10-31,2018-11-01,2018-10-31,th,113
2018-03-19,2018-03-20,2017-11-09,ch,113
2018-07-20,2018-07-21,2018-07-20,gb,113.3
2018-07-30,2018-07-31,2018-07-27,de,113.3
2018-08-01,2018-08-02,2018-07-31,ch,113.3
2018-10-26,2018-10-27,2018-09-02,cn,113.3
2018-12-09,2018-12-10,2018-12-08,ch,113.3
2018-09-28,2018-09-29,2018-09-21,ch,113.3
2018-07-01,2018-07-02,2018-07-01,ch,113.3
2018-12-29,2018-12-30,2018-12-24,gb,113.3
2018-12-27,2018-12-28,2018-12-26,gb,113.3
2018-10-14,2018-10-15,2018-10-10,de,113.3
2018-10-13,2018-10-14,2018-10-13,gb,113.3
2018-10-27,2018-10-28,2018-10-26,ch,113.3
2018-12-02,2018-12-03,2018-11-29,ch,113.3
2018-09-01,2018-09-02,2018-08-31,vn,113.3
2018-12-16,2018-12-17,2018-12-16,de,113.3
2018-06-30,2018-07-01,2018-06-30,ch,113.3
2018-12-27,2018-12-28,2018-12-24,fr,113.3
2018-12-31,2019-01-01,2018-12-29,ae,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-07-25,2018-07-26,2018-07-25,ch,113.3
2018-11-04,2018-11-05,2018-10-29,ch,113.3
2018-12-15,2018-12-16,2018-12-14,ch,113.3
2018-04-29,2018-04-30,2018-04-25,de,113.3
2018-10-13,2018-10-14,2018-10-12,fr,113.3
2018-10-27,2018-10-28,2018-10-26,gb,113.3
2018-11-24,2018-11-25,2018-11-11,sg,113.3
2018-11-25,2018-11-26,2018-11-22,de,113.3
2018-09-02,2018-09-03,2018-08-29,ch,113.3
2018-06-24,2018-06-25,2018-06-13,it,113.3
2018-10-28,2018-10-29,2018-10-27,ch,113.3
2018-06-08,2018-06-09,2018-05-27,null,113.3
2018-11-25,2018-11-26,2018-11-24,gf,113.3
2018-12-24,2018-12-25,2018-12-18,ch,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-11-04,2018-11-05,2018-11-01,th,113.3
2018-08-26,2018-08-27,2018-08-20,de,113.3
2018-09-01,2018-09-02,2018-08-28,ch,113.3
2018-06-10,2018-06-11,2018-06-10,us,113.3
2018-09-16,2018-09-17,2018-09-12,de,113.3
2018-09-23,2018-09-24,2018-09-17,de,113.3
2018-12-30,2018-12-31,2018-12-21,de,113.3
2018-10-28,2018-10-29,2018-10-27,ch,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-07-30,2018-07-31,2018-07-20,ch,113.3
2018-10-19,2018-10-20,2018-10-19,gf,113.3
2018-12-01,2018-12-02,2018-11-21,ch,113.3
2018-12-06,2018-12-07,2018-11-30,fr,113.3
2018-07-28,2018-07-29,2018-06-13,ch,113.3
2018-12-07,2018-12-08,2018-09-13,de,113.3
2018-07-01,2018-07-02,2018-06-29,tr,113.3
2018-08-03,2018-08-04,2018-07-30,jp,113.3
2018-09-02,2018-09-03,2018-08-27,de,113.3
2018-12-01,2018-12-02,2018-11-27,ch,113.3
2018-12-06,2018-12-07,2018-12-05,ch,113.3
2018-12-06,2018-12-07,2018-12-06,gb,113.3
2018-09-22,2018-09-23,2018-09-16,us,113.3
2018-06-30,2018-07-01,2018-06-30,cn,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-10-21,2018-10-22,2018-10-18,it,113.3
2018-09-01,2018-09-02,2018-08-27,ch,113.3
2018-09-01,2018-09-02,2018-08-28,ch,113.3
2018-12-09,2018-12-10,2018-11-26,ch,113.3
2018-12-06,2018-12-07,2018-12-03,de,113.3
2018-12-08,2018-12-09,2018-12-07,ch,113.3
2018-09-23,2018-09-24,2018-09-23,fr,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-07-25,2018-07-26,2018-07-19,ch,113.3
2018-08-26,2018-08-27,2018-08-21,tw,113.3
2018-09-16,2018-09-17,2018-09-10,ch,113.3
2018-06-30,2018-07-01,2018-06-29,de,113.3
2018-12-25,2018-12-26,2018-12-23,ch,113.3
2018-07-01,2018-07-02,2018-07-01,ch,113.3
2018-07-22,2018-07-23,2018-07-18,it,113.3
2018-12-06,2018-12-07,2018-12-05,ch,113.3
2018-07-07,2018-07-08,2018-06-28,gf,113.3
2018-07-30,2018-07-31,2018-07-28,ch,113.3
2018-07-26,2018-07-27,2018-03-30,jp,113.3
2018-11-25,2018-11-26,2018-11-22,gf,113.3
2018-09-01,2018-09-02,2018-08-28,ch,113.3
2018-12-16,2018-12-17,2018-12-03,il,113.3
2018-12-31,2019-01-01,2018-12-29,gb,113.3
2018-07-15,2018-07-16,2018-07-14,sk,113.3
2018-07-30,2018-07-31,2018-07-24,ch,113.3
2018-07-30,2018-07-31,2018-07-29,ch,113.3
2018-10-28,2018-10-29,2018-10-27,sg,113.3
2018-08-26,2018-08-27,2018-08-21,tw,113.3
2018-12-01,2018-12-02,2018-11-22,de,113.3
2018-09-01,2018-09-02,2018-08-27,ch,113.3
2018-06-08,2018-06-09,2018-06-08,de,113.3
2018-12-06,2018-12-07,2018-12-03,ca,113.3
2018-08-04,2018-08-05,2018-07-29,fr,113.3
2018-10-27,2018-10-28,2018-10-23,ch,113.3
2019-01-02,2019-01-03,2019-01-02,ch,113.3
2018-07-15,2018-07-16,2018-07-15,ch,113.3
2018-10-14,2018-10-15,2018-10-10,de,113.3
2018-12-27,2018-12-28,2018-12-22,de,113.3
2018-12-31,2019-01-01,2018-12-29,gb,113.3
2018-07-23,2018-07-24,2018-07-18,de,113.3
2018-07-27,2018-07-28,2018-07-21,tw,113.3
2018-08-26,2018-08-27,2018-08-21,tw,113.3
2018-09-09,2018-09-10,2018-09-08,de,113.3
2018-12-15,2018-12-16,2018-12-14,ch,113.3
2018-07-15,2018-07-16,2018-07-11,it,113.3
2018-05-14,2018-05-15,2017-12-12,de,113.5
2018-01-26,2018-01-27,2018-01-26,de,113.6
2018-03-25,2018-03-26,2018-03-25,be,113.6
2019-01-07,2019-01-08,2018-07-23,de,113.6
2018-05-06,2018-05-07,2018-04-30,gf,113.6
2018-03-30,2018-03-31,2018-03-28,cn,114.1
2017-12-15,2017-12-16,2017-12-14,ch,114.3
2019-01-10,2019-01-11,2019-01-08,ch,114.3
2018-11-17,2018-11-18,2018-09-21,ch,114.3
2018-12-17,2018-12-18,2018-12-05,ch,114.3
2018-05-05,2018-05-06,2018-05-01,gf,114.3
2018-03-17,2018-03-18,2018-03-17,ch,114.3
2018-01-08,2018-01-09,2018-01-08,ch,114.3
2019-01-10,2019-01-11,2019-01-08,ch,114.3
2018-07-05,2018-07-06,2018-07-04,ch,114.3
2018-03-23,2018-03-24,2018-03-16,ch,114.3
2018-04-04,2018-04-05,2018-04-04,ch,114.3
2018-12-17,2018-12-18,2018-12-03,fr,114.3
2018-02-12,2018-02-13,2018-02-06,de,114.3
2018-08-18,2018-08-19,2018-08-14,ch,114.3
2018-02-12,2018-02-13,2018-02-09,ch,114.3
2018-01-22,2018-01-23,2018-01-16,ch,114.3
2018-04-29,2018-04-30,2018-04-29,gf,114.3
2018-12-17,2018-12-18,2018-12-04,ch,114.3
2018-01-15,2018-01-16,2017-12-23,gr,114.3
2018-08-10,2018-08-11,2018-08-09,de,114.3
2018-12-10,2018-12-11,2018-11-29,ch,114.3
2018-12-16,2018-12-17,2018-12-09,ch,114.3
2019-01-07,2019-01-08,2019-01-04,fr,114.3
2018-07-13,2018-07-14,2018-07-13,de,114.3
2018-05-11,2018-05-12,2018-04-25,ch,114.3
2018-03-31,2018-04-01,2018-03-31,de,114.3
2018-10-05,2018-10-06,2018-10-01,ch,114.3
2018-08-10,2018-08-11,2018-08-09,de,114.3
